no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
11910,UDQdcksAAAAJ,Vinícius Mioto,https://scholar.google.com/citations?hl=en&user=UDQdcksAAAAJ,Universidade Federal do Paraná,Verified email at inf.ufpr.br,"c(""Artificial Intelligence"", ""Data Science"", ""Machine Learning"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11911,EPJsAPQAAAAJ,Md. Adnanul Haq,https://scholar.google.com/citations?hl=en&user=EPJsAPQAAAAJ,Graduate Assistant,Verified email at touro.edu,Data science,2022,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11912,hg3QqEQAAAAJ,Amirhossein Sajedi,https://scholar.google.com/citations?hl=en&user=hg3QqEQAAAAJ,"Master of AI, Semnan University",Verified email at semnan.ac.ir,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11913,k8c3D9IAAAAJ,Ardika Satria,https://scholar.google.com/citations?hl=en&user=k8c3D9IAAAAJ,Institut Teknologi Sumatera,Verified email at sd.itera.ac.id,"c(""data science"", ""quantum computing"", ""machine learning"", ""deep learning"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11914,yFiRsowAAAAJ,Amr Gharieb,https://scholar.google.com/citations?hl=en&user=yFiRsowAAAAJ,Senior Reservoir Engineer,Verified email at apachecorp.com,"c(""Machine learning"", ""Data Science"", ""Reservoir Engineering"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11915,USB181oAAAAJ,Mukta Akanda,https://scholar.google.com/citations?hl=en&user=USB181oAAAAJ,None,Verified email at bscse.uiu.ac.bd,"c(""Machine learning"", ""Data science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11916,LgGoP98AAAAJ,Sinha Afroz,https://scholar.google.com/citations?hl=en&user=LgGoP98AAAAJ,United International University,Verified email at bscse.uiu.ac.bd,"c(""Machine Learning"", ""Data Science"", ""Bioinformatics"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11917,PRopR5wAAAAJ,supriya gadekar,https://scholar.google.com/citations?hl=en&user=PRopR5wAAAAJ,Assistant professor,Verified email at sinhgad.edu,data science,Inf,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11918,qIhgRH4AAAAJ,Radman Rahimi Yeganeh,https://scholar.google.com/citations?hl=en&user=qIhgRH4AAAAJ,"Department of Industrial Engineering, Islamic Azad University",Verified email at darinadata.ir,"c(""Statistical Process Control"", ""Data Science"", ""SQC"", ""Quality Engineering"", ""Engineering Statistics"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11919,RCFe5YUAAAAJ,Efe Mert Çırpar,https://scholar.google.com/citations?hl=en&user=RCFe5YUAAAAJ,Istanbul Technical University,Verified email at itu.edu.tr,"c(""Deep Learning"", ""Computer Vision"", ""Machine Learning"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11920,5RvKrEcAAAAJ,Utkarsh Jain,https://scholar.google.com/citations?hl=en&user=5RvKrEcAAAAJ,Guru Gobind Singh Indraprastha University,Verified email at adgitmdelhi.ac.in,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Business Analytics"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11921,vQi_XxQAAAAJ,Naomi Ohashi,https://scholar.google.com/citations?hl=en&user=vQi_XxQAAAAJ,Frederick National Laboratory for Cancer Research,Verified email at nih.gov,data science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11922,wALENJ0AAAAJ,Ji Young Park,https://scholar.google.com/citations?hl=en&user=wALENJ0AAAAJ,Yonsei University,Verified email at yonsei.ac.kr,"c(""Poltical Communication"", ""Data Science"", ""Public Opinion"", ""Political Psychology"", ""Voting Behavior"")",2022,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11923,ygNXjxYAAAAJ,Muhammad Fahrury Romdendine,https://scholar.google.com/citations?hl=en&user=ygNXjxYAAAAJ,Multimedia Nusantara University,Verified email at lecturer.umn.ac.id,"c(""Data Science"", ""Machine Learning"", ""Bioinformatics"", ""Health Informatics"")",2022,5,0,0,0,64.55,Top 35%,0,Top 100%,0,Top 100%
11924,YRXVq0gAAAAJ,Dalin Almbaidin,https://scholar.google.com/citations?hl=en&user=YRXVq0gAAAAJ,,Verified email at std.psut.edu.jo,"c(""Data Science"", ""Machine Learning"", ""Process Mining"", ""Data Mining"", ""Predictive Analysis"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11925,x0khyaoAAAAJ,Rayid Ali Masood Mohammed,https://scholar.google.com/citations?hl=en&user=x0khyaoAAAAJ,"Graduate Student, Clemson University",Verified email at g.clemson.edu,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"", ""Social Computing"", ""Data Visualization"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11926,33uAQVIAAAAJ,Ketan Keshav,https://scholar.google.com/citations?hl=en&user=33uAQVIAAAAJ,Northeastern University,Verified email at northeastern.edu,"c(""Data Science"", ""Machine Learning"", ""Language Learning"", ""Mobile and Web Engineering"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11927,BkcKTw4AAAAJ,Pratham Mehta,https://scholar.google.com/citations?hl=en&user=BkcKTw4AAAAJ,"Student, KJ Somaiya College of Engineering",Verified email at somaiya.edu,"c(""Data Science"", ""Machine Learning"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11928,8IWgrAEAAAAJ,Omid Mohabbatian,https://scholar.google.com/citations?hl=en&user=8IWgrAEAAAAJ,"MSc in Electrical Engineering, Sharif University of Technology",Verified email at sharif.edu,"c(""Power Systems"", ""Renewable Energy"", ""Microgrids"", ""Data Science"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11929,OPJR_EQAAAAJ,Divya Pragna MULLA,https://scholar.google.com/citations?hl=en&user=OPJR_EQAAAAJ,"PhD researcher, University of Salento",Verified email at unisalento.it,"c(""Data Science"", ""Data Analytics"", ""Bioinformatics"")",2021,4,0,0,0,58.06,Top 42%,0,Top 100%,0,Top 100%
11930,wwx1pKwAAAAJ,Nerya Bigon,https://scholar.google.com/citations?hl=en&user=wwx1pKwAAAAJ,Software Developer,Verified email at msmail.ariel.ac.il,"c(""Deep Learning"", ""NLP"", ""Data Science"", ""Speech Recognition"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11931,kfJqI1cAAAAJ,Tanzila Bint Minhaj,https://scholar.google.com/citations?hl=en&user=kfJqI1cAAAAJ,"Ph.D. Student, North Carolina A & T state University",Verified email at aggies.ncat.edu,"c(""Optimization"", ""Machine learning"", ""Deep learning"", ""Signal analysis"", ""Data science"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11932,4QeKZK0AAAAJ,Lachin Nanu Fernando,https://scholar.google.com/citations?hl=en&user=4QeKZK0AAAAJ,"Machine Learning Engineer, AIClub",Verified email at pyxeda.ai,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"", ""Full-stack development"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11933,CHnrkLkAAAAJ,Judith Aleguen,https://scholar.google.com/citations?hl=en&user=CHnrkLkAAAAJ,"Instructor 1, Cebu Technological University Argao Campus",Verified email at ctu.edu.ph,"c(""mathematics"", ""education"", ""data science"", ""statistics"", ""data analysis"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11934,ZuPkHhgAAAAJ,Yakelin Fiorela Lopez Quispe,https://scholar.google.com/citations?hl=en&user=ZuPkHhgAAAAJ,Ingeniera en Sistemas,Verified email at ucvvirtual.edu.pe,"c(""Technology"", ""IA"", ""Data Science."")",2018,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11935,JtrPY6kAAAAJ,Vikash Chander Maheshwari,https://scholar.google.com/citations?hl=en&user=JtrPY6kAAAAJ,Universiti of Teknologi Petronas,Verified email at utp.edu.my,"c(""Machine Learning"", ""Data Science"", ""Concept Drift Detection"", ""Fraud Detection"", ""Deep Learning"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11936,N37iYa8AAAAJ,Nikhil Jakhar,https://scholar.google.com/citations?hl=en&user=N37iYa8AAAAJ,Samsung R&D Institute | International Institute of Information Technology Hyderabad,Verified email at research.iiit.ac.in,"c(""Machine Learning"", ""Deep Learning"", ""Speech Recognition"", ""NLP"", ""Data Science"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11937,kC8uJk8AAAAJ,Tahmid Hossain Rasel,https://scholar.google.com/citations?hl=en&user=kC8uJk8AAAAJ,BSc Engineering in CSE,Verified email at cse.bubt.edu.bd,"c(""Data Science"", ""Machine Learning"", ""Big Data"", ""Deep Learning"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11938,rqKFIjgAAAAJ,Begimai Zhumakova,https://scholar.google.com/citations?hl=en&user=rqKFIjgAAAAJ,"Adjunct Professor, Pace University",Verified email at pace.edu,"c(""Generative AI"", ""Data Science"", ""Machine Learning"", ""Differential Equations and Economic Analysis"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11939,KxKWcxQAAAAJ,Talluri Aruna Sri,https://scholar.google.com/citations?hl=en&user=KxKWcxQAAAAJ,Assistant Professor,Verified email at vnrvjiet.in,"c(""Machine Learning"", ""Artificial Intelligence"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11940,RHC2eFMAAAAJ,Irish Sajan,https://scholar.google.com/citations?hl=en&user=RHC2eFMAAAAJ,"Computer Science and Engineering Btech Student, Indian Institute of Information …",Verified email at iiitkottayam.ac.in,"c(""Machine Learning"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11941,xKtM4jEAAAAJ,Başak ERSÖZ YILDIRIM,https://scholar.google.com/citations?hl=en&user=xKtM4jEAAAAJ,PhD Student,Verified email at std.yildiz.edu.tr,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Electrical Engineering"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11942,5xcxL44AAAAJ,Ahmed E. Eltoukhy,https://scholar.google.com/citations?hl=en&user=5xcxL44AAAAJ,Lecturer of Computer Science and Artificial intelligence,Verified email at fayoum.edu.eg,"c(""Computer Science"", ""Artificial intelligence"", ""Data Science"", ""Machine Learning"", ""Data Mining"")",2020,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11943,WvHIvNYAAAAJ,Prince Larbi Ampofo,https://scholar.google.com/citations?hl=en&user=WvHIvNYAAAAJ,"Research Assistant, New York University Abu Dhabi",Verified email at nyu.edu,"c(""Natural Language Processing"", ""Data Science"", ""Information Retrieval"", ""Knowledge Discovery"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11944,Vb9T8n8AAAAJ,Chaykovskyi Pavlo,https://scholar.google.com/citations?hl=en&user=Vb9T8n8AAAAJ,Vasyl' Stus Donetsk National University,Verified email at donnu.edu.ua,"c(""networks"", ""machine learning"", ""data science"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11945,PXMLPVsAAAAJ,Manel Hadjer,https://scholar.google.com/citations?hl=en&user=PXMLPVsAAAAJ,"PhD student, université Oran1 Ahmed Ben Bella",Verified email at edu.univ-oran1.dz,"c(""Intelligence Artificielle"", ""machine learning"", ""data science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11946,_JcFPuYAAAAJ,Asier Ortega-Legarreta,https://scholar.google.com/citations?hl=en&user=_JcFPuYAAAAJ,"Research assistant, Traslational Bioinformatics Unit",Verified email at navarra.es,"c(""Bioinformatics"", ""Genomics"", ""Data Science"")",2023,5,0,0,0,64.55,Top 35%,0,Top 100%,0,Top 100%
11947,HkZ8lSkAAAAJ,Faten Y. A Abu Samra,https://scholar.google.com/citations?hl=en&user=HkZ8lSkAAAAJ,"Al-Azhar University,Gaza",,"c(""Data Analysis"", ""SQL"", ""Big data"", ""Data science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11948,wbNqUWsAAAAJ,Md Umaid Hasan,https://scholar.google.com/citations?hl=en&user=wbNqUWsAAAAJ,"Lecturer, Daffodil International University",Verified email at diu.edu.bd,"c(""Machine Learning"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11949,VIz68HkAAAAJ,Claudio Caromba,https://scholar.google.com/citations?hl=en&user=VIz68HkAAAAJ,Stellenbosch University,Verified email at sun.ac.za,"c(""Data science"", ""optimisation"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11950,uSfFYrQAAAAJ,Zukhriddin Ziyadullayev,https://scholar.google.com/citations?hl=en&user=uSfFYrQAAAAJ,Toshkent Moliya instituti,Verified email at tfi.uz,"c(""Algorithms and programming"", ""Object Oriented Programming"", ""AI"", ""Big Data"", ""Data Science"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11951,CsdOvDgAAAAJ,Syed Rafiq ul Hoda,https://scholar.google.com/citations?hl=en&user=CsdOvDgAAAAJ,NED University of Engineering & Technology,Verified email at neduet.edu.pk,"c(""Data Science"", ""Data Analytics"", ""Data Mining"", ""Machine Learning"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11952,SBa-52UAAAAJ,Hamilton Katsvairo,https://scholar.google.com/citations?hl=en&user=SBa-52UAAAAJ,"Lecturer of Digital Marketing & Analytics, Marondera University (MUAST)",Verified email at muast.ac.zw,"c(""Digital Marketing"", ""Data Science"", ""Analytics & Innovation"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11953,1OkJ0pEAAAAJ,Vishal Harith,https://scholar.google.com/citations?hl=en&user=1OkJ0pEAAAAJ,"Assistant Professor of Computer Science & Engineering, GSFC University Vadodara",,"c(""Data Structures"", ""Machine Learning"", ""Artificial Intelligence"", ""Data Science"")",2022,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11954,AcOzV-8AAAAJ,sudhanshu deshmukh,https://scholar.google.com/citations?hl=en&user=AcOzV-8AAAAJ,Pune university,Verified email at kbtcoe.org,"c(""Computer Vision"", ""Machine Learning"", ""Automation"", ""Data Science"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11955,c8FshDYAAAAJ,Jake Manger,https://scholar.google.com/citations?hl=en&user=c8FshDYAAAAJ,University of Western Australia,Verified email at uwa.edu.au,"c(""Machine learning"", ""Neuroscience"", ""Neural networks"", ""Data science"")",2024,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11956,maCTMUgAAAAJ,Kevin Hobert,https://scholar.google.com/citations?hl=en&user=maCTMUgAAAAJ,Swiss German University,Verified email at student.sgu.ac.id,"c(""Honeypot"", ""Data Science"", ""Software Engineering"", ""Cyber Security"")",2017,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11957,FuN9MFMAAAAJ,Rajendra Budake,https://scholar.google.com/citations?hl=en&user=FuN9MFMAAAAJ,"Assistant Professor of Computer Science, Karmveer Hire Arts,Science,Commerce and …",,"c(""Artificial Intelligence"", ""Machine Learning"", ""NLP"", ""Data Science"")",2022,5,0,0,0,64.55,Top 35%,0,Top 100%,0,Top 100%
11958,HoLdlfEAAAAJ,Puli Dhanalakshmi,https://scholar.google.com/citations?hl=en&user=HoLdlfEAAAAJ,Vardhaman College of Engineering,,Data science,2023,14,0,0,0,90.47,Top 10%,0,Top 100%,0,Top 100%
11959,sK1bqx4AAAAJ,Deepali Sanjay chavan,https://scholar.google.com/citations?hl=en&user=sK1bqx4AAAAJ,Assistant Professor in AI&DS,,Data science,Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11960,eXkv4KwAAAAJ,LS  Madushani,https://scholar.google.com/citations?hl=en&user=eXkv4KwAAAAJ,"PhD Candidate, School of Mathematics and Statistics, UNSW",Verified email at unsw.edu.au,"c(""Game Theory"", ""Operational Research"", ""Data Science"", ""Time Series Forecasting"")",2021,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11961,ckR_mRcAAAAJ,Cemhan Kaan Özaltan,https://scholar.google.com/citations?hl=en&user=ckR_mRcAAAAJ,RWTH Aachen University,Verified email at rwth-aachen.de,"c(""Data Science"", ""Machine Learning"")",2020,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11962,FAOhI_AAAAAJ,Prithak Gajurel,https://scholar.google.com/citations?hl=en&user=FAOhI_AAAAAJ,"Research Collaborator and Student at Vellore Institute of Technology (VIT, Vellore)",Verified email at vitstudent.ac.in,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11963,4yimJDoAAAAJ,Prasadini Padmasiri,https://scholar.google.com/citations?hl=en&user=4yimJDoAAAAJ,Rajarata University of Sri Lanka,Verified email at tec.rjt.ac.lk,"c(""Machine Learning"", ""AI"", ""Data Science"")",2021,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11964,kfdd8oYAAAAJ,Ismael Gómez-Talal,https://scholar.google.com/citations?hl=en&user=kfdd8oYAAAAJ,Rey Juan Carlos University,Verified email at urjc.es,"c(""Machine Learning"", ""Data Science"", ""Revenue Management"", ""Interpretability"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11965,bBk5e1UAAAAJ,Ali Fakih,https://scholar.google.com/citations?hl=en&user=bBk5e1UAAAAJ,PhD student at Université de Haute-Alsace,Verified email at uha.fr,"c(""Data science"", ""3D reconstruction"")",2023,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11966,la_mFNQAAAAJ,Nafisa Tabassum,https://scholar.google.com/citations?hl=en&user=la_mFNQAAAAJ,"Lecturer, Department of CSE, Notre Dame University Bangladesh",Verified email at ndub.edu.bd,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11967,1IZ0I0sAAAAJ,Zviad Gabroshvili,https://scholar.google.com/citations?hl=en&user=1IZ0I0sAAAAJ,Master's Student,Verified email at eab.tsu.edu.ge,"c(""Macroeconomics"", ""Data Science"", ""Econometrics"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11968,elzQIgIAAAAJ,Milena Stojić,https://scholar.google.com/citations?hl=en&user=elzQIgIAAAAJ,Teach associate at Faculty of Mathematics,Verified email at matf.bg.ac.rs,"c(""Algorithms"", ""Bioinformatics"", ""Data science"", ""LLVM"", ""System software"")",2020,2,0,0,0,38.05,Top 62%,0,Top 100%,0,Top 100%
11969,K20v2hsAAAAJ,Md.Tanvir Chowdhury,https://scholar.google.com/citations?hl=en&user=K20v2hsAAAAJ,East West University,Verified email at std.ewubd.edu,"c(""Artificial intelligence (AI)"", ""Data science"", ""Machine learning (ML)"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11970,J3NQBmMAAAAJ,Habibur Rahman,https://scholar.google.com/citations?hl=en&user=J3NQBmMAAAAJ,East West University,Verified email at std.ewubd.edu,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11971,rBV6JJAAAAAJ,SYEDA LAMIMA FARHAT,https://scholar.google.com/citations?hl=en&user=rBV6JJAAAAAJ,"Graduate Teaching Assistant at Minnesota State University, Mankato",Verified email at go.minnstate.edu,"c(""Data Science"", ""Data Mining"", ""Machine Learning"", ""Big data"", ""Artificial Intelligence"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11972,JudimkQAAAAJ,Tjaž Eržen,https://scholar.google.com/citations?hl=en&user=JudimkQAAAAJ,"Student at Faculty of Mathematics and Physics, University of Ljubljana",Verified email at student.uni-lj.si,"c(""Data Mining"", ""Data Science"", ""Concurrency"", ""Multithreading"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11973,UG4mkTAAAAAJ,Abishek Manikandaraja,https://scholar.google.com/citations?hl=en&user=UG4mkTAAAAAJ,Researcher at Edinburgh Napier University,Verified email at live.napier.ac.uk,"c(""malware"", ""data science"", ""network security"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11974,4DnZwkoAAAAJ,Velu Chinnasamy Shanmugam,https://scholar.google.com/citations?hl=en&user=4DnZwkoAAAAJ,"Principal, Marketing Advanced Analytics",Verified email at directv.com,"c(""Statistics"", ""Marketing"", ""Bio-Statistics"", ""Data Science"", ""Machine Learning"")",2023,3,0,0,0,49.22,Top 51%,0,Top 100%,0,Top 100%
11975,dyPMfygAAAAJ,Abid Hasan Shimanto,https://scholar.google.com/citations?hl=en&user=dyPMfygAAAAJ,University of Massachusetts Boston,Verified email at umb.edu,"c(""Data Science"", ""Artificial Intelligence"", ""Cyber Security"", ""Business"", ""Geopolitics"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11976,#NAME?,Umi Meganinditya Wulandari,https://scholar.google.com/citations?hl=en&user=-RYn-qYAAAAJ,,Verified email at alumni.undip.ac.id,Data Science,2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11977,9mclcpIAAAAJ,David Kofi Ampah,https://scholar.google.com/citations?hl=en&user=9mclcpIAAAAJ,Cape Coast Technical University,Verified email at cctu.edu.gh,"c(""Economics"", ""Data science"", ""health"", ""education and human capital development"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11978,jjH6tY4AAAAJ,Pratiksha Patil,https://scholar.google.com/citations?hl=en&user=jjH6tY4AAAAJ,Credit Suisse,Verified email at vit.edu,"c(""Software Engineering"", ""Machine Learning"", ""Web Technology"", ""Full Stack Development"", ""Data Science"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11979,2cu0I1cAAAAJ,Sanjana Gedela,https://scholar.google.com/citations?hl=en&user=2cu0I1cAAAAJ,Graduate Teaching Assistant,Verified email at uncc.edu,"c(""Data Science"", ""Operating Systems"", ""Cloud engineering"", ""Machine learning"", ""Data engineering"")",Inf,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
11980,NkAMybAAAAAJ,Utkarsh Chouhan,https://scholar.google.com/citations?hl=en&user=NkAMybAAAAAJ,"Student, School of Computing Science and Engineering, Galgotias University",Verified email at galgotiasuniversity.edu.in,"c(""Data Science"", ""Cloud"")",2023,1,0,0,0,22.01,Top 78%,0,Top 100%,0,Top 100%
