no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
7113,QeDc7m4AAAAJ,Bryan Nathanael Wijaya,https://scholar.google.com/citations?hl=en&user=QeDc7m4AAAAJ,EE-AI-CBE @ KAIST,Verified email at kaist.ac.kr,"c(""Generative AI"", ""Bioinformatics"", ""Computer vision"", ""Data science"", ""Large language models"")",2020,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7114,UXYOsQQAAAAJ,Edmund Fosu Agyemang,https://scholar.google.com/citations?hl=en&user=UXYOsQQAAAAJ,University of Ghana,Verified email at st.ug.edu.gh,"c(""Bayesian Statistics"", ""Applied Statistics"", ""Anomaly Detection"", ""Discrete Choice Experiments"", ""Data Science"")",2022,7,7,2,0,74.25,Top 26%,45.16,Top 55%,70.49,Top 30%
7115,0vF1qlYAAAAJ,Patrick Mole,https://scholar.google.com/citations?hl=en&user=0vF1qlYAAAAJ,Urdaneta City University,Verified email at ucu.edu.ph,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""Internet Technology"")",2020,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7116,kJ3R_mAAAAAJ,SumairaAnjum Shaikh,https://scholar.google.com/citations?hl=en&user=kJ3R_mAAAAAJ,"Assistant professor, vishwakarma university kondhwa Pune",Verified email at vupune.ac.in,"c(""IOT"", ""Data Science"", ""ML"", ""AI"", ""Big data"")",2018,30,7,1,0,98.07,Top 2%,45.16,Top 55%,51.58,Top 48%
7117,1D0xPMQAAAAJ,Ankit Kumar Shaw,https://scholar.google.com/citations?hl=en&user=1D0xPMQAAAAJ,JIS University,,"c(""Data Science"", ""Data Engineering"", ""Cloud"", ""MLOps"", ""Data Visualization"")",2019,6,7,1,0,70.14,Top 30%,45.16,Top 55%,51.58,Top 48%
7118,T8SkligAAAAJ,Greg Alexander DePaul,https://scholar.google.com/citations?hl=en&user=T8SkligAAAAJ,UC Davis,Verified email at ucdavis.edu,"c(""Machine Learning"", ""Data Science"", ""Algebraic Statistics"", ""Topological Inference"")",2019,4,7,2,0,58.06,Top 42%,45.16,Top 55%,70.49,Top 30%
7119,ogHYXyIAAAAJ,Somyadeep Shrivastava,https://scholar.google.com/citations?hl=en&user=ogHYXyIAAAAJ,University of Southern California,Verified email at usc.edu,"c(""Data science"", ""machine learning"", ""social network analysis"", ""NLP"")",2021,3,7,2,0,49.22,Top 51%,45.16,Top 55%,70.49,Top 30%
7120,ZLXxF3YAAAAJ,Hong TM Chu,https://scholar.google.com/citations?hl=en&user=ZLXxF3YAAAAJ,Ph.D student,Verified email at u.nus.edu,"c(""Optimization"", ""Optimal transport"", ""Machine learning"", ""Data science"")",2022,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7121,klRwG8oAAAAJ,Chengmin Wu,https://scholar.google.com/citations?hl=en&user=klRwG8oAAAAJ,HKUST,Verified email at cse.ust.hk,"c(""data science"", ""knowledge base"", ""deep learning"")",2020,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7122,PwEoMXcAAAAJ,Ridha Rahmat,https://scholar.google.com/citations?hl=en&user=PwEoMXcAAAAJ,"Meteorological, Climatological, and Geophysical Agency",Verified email at bmkg.go.id,"c(""Statistics"", ""Data Science"", ""Climate Science"", ""Climate Change"")",2020,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7123,n9Tmv1MAAAAJ,yilin yin,https://scholar.google.com/citations?hl=en&user=n9Tmv1MAAAAJ,,Verified email at northeastern.edu,"c(""Data Science"", ""Biomedical"")",2021,6,7,1,0,70.14,Top 30%,45.16,Top 55%,51.58,Top 48%
7124,4yHgATcAAAAJ,Zeeshan Ahmed,https://scholar.google.com/citations?hl=en&user=4yHgATcAAAAJ,"Research Assistant, National Centre of Robotics and Automation - Condition Monitoring …",Verified email at admin.muet.edu.pk,"c(""Artificial Intelligence"", ""Data Science"", ""Computer Vision"", ""Machine Learning"")",2018,4,7,2,0,58.06,Top 42%,45.16,Top 55%,70.49,Top 30%
7125,eLABibP0JswC,Roddur Dasgupta,https://scholar.google.com/citations?hl=en&user=eLABibP0JswC,University of Southern California,Verified email at usc.edu,"c(""machine learning"", ""data science"")",2021,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7126,Tdhh810AAAAJ,Joan Boters,https://scholar.google.com/citations?hl=en&user=Tdhh810AAAAJ,"Junior Researcher, University of Alicante",Verified email at ua.es,Data Science,2021,8,7,2,0,78.01,Top 22%,45.16,Top 55%,70.49,Top 30%
7127,cDHYzWgAAAAJ,Mohamed Elhayany,https://scholar.google.com/citations?hl=en&user=cDHYzWgAAAAJ,Research Associate at Hasso Plattner Institute,Verified email at hpi.de,"c(""Digital Learning"", ""OpenJupyter"", ""Data Science"", ""Auto-Assessments"")",2022,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7128,SALglIgAAAAJ,Eduardo Emmanuel Rodríguez López,https://scholar.google.com/citations?hl=en&user=SALglIgAAAAJ,"PhD Student & Research Assistant, Universidad Autónoma de Aguascalientes",Verified email at edu.uaa.mx,"c(""Data Science"", ""Software Engineering"")",2018,13,7,1,0,89.04,Top 11%,45.16,Top 55%,51.58,Top 48%
7129,97UqVnoAAAAJ,Ivy Cerelia Valerie,https://scholar.google.com/citations?hl=en&user=97UqVnoAAAAJ,"Graduate Student, the University of New South Wales",Verified email at ad.unsw.edu.au,"c(""health"", ""data science"", ""data management"")",2021,8,7,2,0,78.01,Top 22%,45.16,Top 55%,70.49,Top 30%
7130,S9tT9_UAAAAJ,Yi-Yu Wang,https://scholar.google.com/citations?hl=en&user=S9tT9_UAAAAJ,"Department of Library and Information Science, National Taiwan University",Verified email at ntu.edu.tw,"c(""Archival Science"", ""Data Science"", ""Information Behavior"", ""Digital Humanities"", ""Bibliometrics"")",2018,5,7,2,0,64.55,Top 35%,45.16,Top 55%,70.49,Top 30%
7131,byk53xYAAAAJ,Hamad-Tijjani Olarewaju Ayilara,https://scholar.google.com/citations?hl=en&user=byk53xYAAAAJ,Nigeria Deposit Insurance Corporation,Verified email at ndic.gov.ng,"c(""Data Science"", ""Economics"", ""Finance"", ""Chemistry"")",2023,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7132,9Dc73zoAAAAJ,Mohammed Braimah,https://scholar.google.com/citations?hl=en&user=9Dc73zoAAAAJ,Kent State University,Verified email at kent.edu,"c(""Hyperspectral Remote Sensing"", ""Data Science"", ""Machine Learning"", ""Climate Statistics"", ""Agriculture"")",2021,3,7,2,0,49.22,Top 51%,45.16,Top 55%,70.49,Top 30%
7133,UmCMW7cAAAAJ,Marie Katrine Traun,https://scholar.google.com/citations?hl=en&user=UmCMW7cAAAAJ,PhD in Geology-Geoscience,Verified email at ign.ku.dk,"c(""geology"", ""geochemistry"", ""isotopes"", ""data science"", ""paleoclimate"")",2021,9,7,2,0,81.16,Top 19%,45.16,Top 55%,70.49,Top 30%
7134,A3I5CloAAAAJ,Sushil Ammanaghatta Shivakumar,https://scholar.google.com/citations?hl=en&user=A3I5CloAAAAJ,,,"c(""Deep Learning"", ""Data Science"", ""NLP"")",2023,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7135,fIsKRr0AAAAJ,Laís Pistta Van Vossen,https://scholar.google.com/citations?hl=en&user=fIsKRr0AAAAJ,Universidade do Estado de Santa Catarina,,"c(""Data Science"", ""Education on IT"", ""Dropout"")",2022,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7136,Ggmc33QAAAAJ,Jonas Becker,https://scholar.google.com/citations?hl=en&user=Ggmc33QAAAAJ,University of Göttingen,Verified email at stud.uni-goettingen.de,"c(""Natural Language Processing"", ""Data Science"", ""Artifical Intelligence"")",2023,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7137,ob2-OEUAAAAJ,Femke van Geffen,https://scholar.google.com/citations?hl=en&user=ob2-OEUAAAAJ,PhD candidate Alfred Wegener Institute Potsadam,Verified email at awi.de,"c(""Data science"", ""Remote Sensing"", ""Forest applications"")",2021,5,7,2,0,64.55,Top 35%,45.16,Top 55%,70.49,Top 30%
7138,RfO0JRkAAAAJ,Siti Shaleha,https://scholar.google.com/citations?hl=en&user=RfO0JRkAAAAJ,National Research and Innovation Agency,Verified email at brin.go.id,"c(""data science"", ""natural language processing"", ""machine learning"")",2021,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7139,fxi6vpMAAAAJ,Ellie Thieu,https://scholar.google.com/citations?hl=en&user=fxi6vpMAAAAJ,"PhD student, University of Wisconsin - Madison",Verified email at wisc.edu,"c(""mathematics"", ""data science"", ""machine learning"")",2019,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7140,_NFOSpIAAAAJ,Udaykumar Gajera,https://scholar.google.com/citations?hl=en&user=_NFOSpIAAAAJ,Staff,Verified email at edu.unito.it,"c(""Data Science"", ""Machine Learning"", ""Condensed matter physics"", ""magnonics"")",2022,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7141,0JG_LW8AAAAJ,Jesubukade Emmanuel Ajakaye,https://scholar.google.com/citations?hl=en&user=0JG_LW8AAAAJ,"Librarian, Federal Polytechnic Ayede",Verified email at federalpolyayede.edu.ng,"c(""Information Use"", ""Artificial Intelligence"", ""Machine Learning"", ""Data Science"")",2021,6,7,2,0,70.14,Top 30%,45.16,Top 55%,70.49,Top 30%
7142,YyrbTXsAAAAJ,vinjamuri sai sudhir,https://scholar.google.com/citations?hl=en&user=YyrbTXsAAAAJ,Product Manager at Amazon,Verified email at umn.edu,"c(""Databases"", ""data science"")",2018,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7143,SSn2ZAgAAAAJ,Nishat Tasnim Mim,https://scholar.google.com/citations?hl=en&user=SSn2ZAgAAAAJ,"Student, University of Dhaka",Verified email at iit.du.ac.bd,"c(""Machine Learning"", ""Software Engineering"", ""Data Science"", ""Pattern Recognition"")",2019,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7144,UiRVF4EAAAAJ,Fitriani,https://scholar.google.com/citations?hl=en&user=UiRVF4EAAAAJ,stmik sz nw anjani,,"c(""analisis sentimen masyarakat"", ""data science"", ""analisis data"")",2021,3,7,2,0,49.22,Top 51%,45.16,Top 55%,70.49,Top 30%
7145,vDOObnUAAAAJ,Oussama ROMDHANI,https://scholar.google.com/citations?hl=en&user=vDOObnUAAAAJ,University of Houston,Verified email at uh.edu,"c(""CFD"", ""Data science"", ""Atmospheric Science"")",2022,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7146,MH0lZCAAAAAJ,Illia Davydovych,https://scholar.google.com/citations?hl=en&user=MH0lZCAAAAAJ,"PhD Student, National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic …",Verified email at lll.kpi.ua,"c(""Medical image processing"", ""data science"")",2021,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7147,B27gw9MAAAAJ,Pawan S Agrawal,https://scholar.google.com/citations?hl=en&user=B27gw9MAAAAJ,"GB Pant University of Agriculture & Technology, Pantanagar",,"c(""Mechanical Engineering"", ""Bio-Composites"", ""Data Science"", ""ML/DL/AI"", ""Data Analytics"")",2023,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7148,RPThgEoAAAAJ,Lubna Altarawneh,https://scholar.google.com/citations?hl=en&user=RPThgEoAAAAJ,"PhD in Industrial and Systems Engineering, SUNY Binghamton",Verified email at binghamton.edu,"c(""Operations research"", ""Data science"", ""Supply chain management"", ""Modeling and simulation"")",2019,10,7,2,0,83.8,Top 16%,45.16,Top 55%,70.49,Top 30%
7149,igOBx1oAAAAJ,Saed Altawabeyeh,https://scholar.google.com/citations?hl=en&user=igOBx1oAAAAJ,The University of Auckland,Verified email at aucklanduni.ac.nz,"c(""Engineering Design"", ""Data Science"", ""Energy Engineering"", ""Environmental Engineering."")",2019,3,7,2,0,49.22,Top 51%,45.16,Top 55%,70.49,Top 30%
7150,lxMohkAAAAAJ,Emily Jennings-Dobbs,https://scholar.google.com/citations?hl=en&user=lxMohkAAAAAJ,"Data Scientitst & Statistician, Nutrient Institute",Verified email at nutrientinstitute.org,"c(""Database interoperability"", ""data science"", ""statistics"")",2023,7,7,2,0,74.25,Top 26%,45.16,Top 55%,70.49,Top 30%
7151,tnSi95wAAAAJ,Abdullah,https://scholar.google.com/citations?hl=en&user=tnSi95wAAAAJ,"CLT, Queen's University Belfast",Verified email at qub.ac.uk,"c(""Data science"", ""IoT"", ""Embedded systems"")",2019,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7152,T-OhubEAAAAJ,Robizon Khubulashvili,https://scholar.google.com/citations?hl=en&user=T-OhubEAAAAJ,"Assistant Professor of Economics, University of San Francisco",Verified email at usfca.edu,"c(""Behavioral Market and Platform Design"", ""Experimental Economics"", ""Data Science"", ""Applied Microeconomic Theory"")",2020,7,7,2,0,74.25,Top 26%,45.16,Top 55%,70.49,Top 30%
7153,iz4naREAAAAJ,Mapitsi Rangata,https://scholar.google.com/citations?hl=en&user=iz4naREAAAAJ,CSIR,Verified email at csir.co.za,Data Science,2020,6,7,2,0,70.14,Top 30%,45.16,Top 55%,70.49,Top 30%
7154,x0cRcH4AAAAJ,Pedro Antonio Gonzalez Tapia https://orcid.org/0000-0002-3002-6813,https://scholar.google.com/citations?hl=en&user=x0cRcH4AAAAJ,,Verified email at profesor.duoc.cl,"c(""Finanzas"", ""Economía"", ""Econometría"", ""Data Science"")",2019,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7155,MbjU6lkAAAAJ,Amitabh Swain,https://scholar.google.com/citations?hl=en&user=MbjU6lkAAAAJ,Student,Verified email at iitdh.ac.in,"c(""Data Science"", ""Machine learning"", ""Deep learning"")",2022,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7156,SQAdXfcAAAAJ,Rina Paul,https://scholar.google.com/citations?hl=en&user=SQAdXfcAAAAJ,"Lecturer, Metropolitan University, Sylhet",Verified email at metrouni.edu.bd,"c(""Finite Element method"", ""Mathematical Modelling"", ""Data Science"", ""Mathematical Statistics"")",2021,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7157,AEsZ2y0AAAAJ,Aka Das,https://scholar.google.com/citations?hl=en&user=AEsZ2y0AAAAJ,Premier University,,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""OpenCV"")",2022,6,7,2,0,70.14,Top 30%,45.16,Top 55%,70.49,Top 30%
7158,nVv7wkIAAAAJ,Praveen Kumar Joshi,https://scholar.google.com/citations?hl=en&user=nVv7wkIAAAAJ,"Assistant Professor, School of Computing, Graphic era Hill University, Bhimtal",Verified email at gehu.ac.in,"c(""Data Science"", ""Machine Learning"", ""Data Analytics"")",2019,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7159,URPzX-gAAAAJ,Y Sravanthi,https://scholar.google.com/citations?hl=en&user=URPzX-gAAAAJ,G Pullaiah College of Engineering and Technology,,"c(""Data Science"", ""Machine Learning"")",2022,9,7,2,0,81.16,Top 19%,45.16,Top 55%,70.49,Top 30%
7160,Zcz37yMAAAAJ,Arthur Koehl,https://scholar.google.com/citations?hl=en&user=Zcz37yMAAAAJ,UC Davis,Verified email at ucdavis.edu,"c(""data science"", ""hydrology"", ""geomorphology"")",2019,5,7,2,0,64.55,Top 35%,45.16,Top 55%,70.49,Top 30%
7161,iAAuGl8AAAAJ,AHMED FATIMA ABUBAKAR,https://scholar.google.com/citations?hl=en&user=iAAuGl8AAAAJ,The Federal Polytechnic Bauchi,Verified email at fptb.edu.ng,"c(""Computer Science"", ""Artificial intelligence"", ""Machine learning"", ""Deep Learning"", ""Data Science"")",2018,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7162,Qyd1lbYAAAAJ,Md Shahid Iqbal,https://scholar.google.com/citations?hl=en&user=Qyd1lbYAAAAJ,"Research Scholar, University Dept. of Statistics & Computer Applications, TM Bhagalpur",,"c(""Biostatistics"", ""Data Science"", ""Cancer Biomarkers"", ""Statistics"")",2023,3,7,2,0,49.22,Top 51%,45.16,Top 55%,70.49,Top 30%
7163,Q6-vj6UAAAAJ,Baran Tanriverdi,https://scholar.google.com/citations?hl=en&user=Q6-vj6UAAAAJ,RWTH Aachen,Verified email at rwth-aachen.de,"c(""Process Mining"", ""Data Science"")",2022,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7164,Y6ITM54AAAAJ,Konrad Sundsgaard,https://scholar.google.com/citations?hl=en&user=Y6ITM54AAAAJ,PhD Student Green Power Denmark/Technical University of Denmark,Verified email at greenpowerdenmark.dk,"c(""Smart grids"", ""Asset Management"", ""Machine Learning"", ""Data Science"")",2022,6,7,2,0,70.14,Top 30%,45.16,Top 55%,70.49,Top 30%
7165,1kWEYwQAAAAJ,Novita Andriani,https://scholar.google.com/citations?hl=en&user=1kWEYwQAAAAJ,,,"c(""ekonomi"", ""data science"", ""akuntansi"", ""financial"")",2022,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7166,FgxZcu0AAAAJ,Chinmay Bhatt,https://scholar.google.com/citations?hl=en&user=FgxZcu0AAAAJ,Associate Professor,Verified email at SRKU.EDU.IN,"c(""Cloud computing"", ""Machine Learning"", ""AI"", ""Data science"")",2021,15,7,2,0,91.49,Top 9%,45.16,Top 55%,70.49,Top 30%
7167,BsxI8GgAAAAJ,Kanchi Tank,https://scholar.google.com/citations?hl=en&user=BsxI8GgAAAAJ,"Master of Science in Applied Data Science, University of Southern California",Verified email at usc.edu,"c(""Data Science"", ""Machine Learning"", ""NLP"")",2021,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7168,#NAME?,Ze Zhang,https://scholar.google.com/citations?hl=en&user=-I-kmaoAAAAJ,University of Chinese Academy of Sciences (UCAS),Verified email at mails.ucas.ac.cn,"c(""Data Science"", ""Bioinformatics"", ""Databases tools"")",2023,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7169,AAKSEqcAAAAJ,Mirjam Cuper,https://scholar.google.com/citations?hl=en&user=AAKSEqcAAAAJ,"Data Scientist, KB National Library of the Netherlands",Verified email at kb.nl,"c(""data science"", ""optical character recognition"", ""historical documents"", ""heritage"")",2021,9,7,2,0,81.16,Top 19%,45.16,Top 55%,70.49,Top 30%
7170,LChW8EcAAAAJ,Anika Nowshin Ramisa,https://scholar.google.com/citations?hl=en&user=LChW8EcAAAAJ,Student at Chittagong University,,"c(""Data Science"", ""Management"", ""Analytics"")",2018,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7171,ZXwUjAIAAAAJ,Yung-Wen Huang,https://scholar.google.com/citations?hl=en&user=ZXwUjAIAAAAJ,Carnegie Mellon University,Verified email at csie.ntu.edu.tw,"c(""Human-Computer Interaction"", ""Human-AI Interaction"", ""Bioinformatics"", ""Data Science"")",2021,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7172,4UfmKB4AAAAJ,Querriel Arvy Mendoza,https://scholar.google.com/citations?hl=en&user=4UfmKB4AAAAJ,Kansas State University,Verified email at ksu.edu,"c(""Artificial Intelligence"", ""Machine Learning"", ""Data Science"")",2023,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7173,9X3UYlUAAAAJ,Porimol Chandro,https://scholar.google.com/citations?hl=en&user=9X3UYlUAAAAJ,"Faculty of Economic Sciences, University of Warsaw",Verified email at student.uw.edu.pl,"c(""Data Science"", ""NLP"", ""Machine Leanring"", ""Deep Learning"")",2018,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7174,mQ3VnhgAAAAJ,Gulnur Issakova,https://scholar.google.com/citations?hl=en&user=mQ3VnhgAAAAJ,"Department of Information Systems, Kazakh Agrotechnical Research University named after …",,"c(""AI"", ""Data Science"")",2019,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7175,VViVOwkAAAAJ,Aloyce Nyamwesa,https://scholar.google.com/citations?hl=en&user=VViVOwkAAAAJ,,Verified email at cbe.ac.tz,"c(""programming"", ""networking"", ""database management"", ""data science"", ""and machine learning"")",2020,5,7,2,0,64.55,Top 35%,45.16,Top 55%,70.49,Top 30%
7176,oA8ApcMAAAAJ,Baturalp Ozturk,https://scholar.google.com/citations?hl=en&user=oA8ApcMAAAAJ,"Ph.D. Candidate, Adjunct Professor, New York University",Verified email at nyu.edu,"c(""Foundation Engineering"", ""Data Science"", ""Machine Learning"", ""Deep Foundations"", ""Geotechnical Engineering"")",2023,4,7,2,0,58.06,Top 42%,45.16,Top 55%,70.49,Top 30%
7177,OiU587IAAAAJ,Tasnova Tabassum,https://scholar.google.com/citations?hl=en&user=OiU587IAAAAJ,Fitchburg State University,Verified email at student.fitchburgstate.edu,"c(""Machine Learning"", ""Data Science"", ""Artificial Intelligence"")",2020,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7178,J-cGFmEAAAAJ,Sukanya Gupta,https://scholar.google.com/citations?hl=en&user=J-cGFmEAAAAJ,Lovely Professional University,,"c(""Machine learning"", ""data science"", ""artificial intelligence"")",2018,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7179,eZxCBIYAAAAJ,Onur Tepencelik,https://scholar.google.com/citations?hl=en&user=eZxCBIYAAAAJ,"PhD Student, University of California, San Diego",Verified email at ucsd.edu,"c(""Machine Learning"", ""Data Science"", ""LiDAR Sensors"")",2021,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7180,UmzI7IcAAAAJ,Sasmitha Perera,https://scholar.google.com/citations?hl=en&user=UmzI7IcAAAAJ,"Undergraduate, University of Moratuwa",Verified email at uom.lk,"c(""Machine Learning"", ""Data Science"", ""Deep Learning"", ""NLP"", ""Computer Vision"")",2022,2,7,2,0,38.05,Top 62%,45.16,Top 55%,70.49,Top 30%
7181,pRqGXQ4AAAAJ,Nusrat Jahan,https://scholar.google.com/citations?hl=en&user=pRqGXQ4AAAAJ,Student Department of Computer Science at American International University- Bangladesh,Verified email at aiub.edu,"c(""Machine Learning"", ""Deep Learning"", ""Data Science"")",2023,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7182,T7PDvJIAAAAJ,Chidera Stanley Agwu,https://scholar.google.com/citations?hl=en&user=T7PDvJIAAAAJ,Machine Learning Engineer,Verified email at notjustevent.com,"c(""Data Science"", ""Machine Learning"", ""deep learning"", ""computer vision"", ""LLMs"")",2021,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7183,vaxBlVwAAAAJ,Abdulla Mahmoud,https://scholar.google.com/citations?hl=en&user=vaxBlVwAAAAJ,MSc,Verified email at commerce.tanta.edu.eg,"c(""Cryptograhpy"", ""Cyber Security"", ""Encryption"", ""Information Security"", ""Data Science"")",2018,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7184,#NAME?,Lukas Steinwender,https://scholar.google.com/citations?hl=en&user=-ECv6wQAAAAJ,Graz University of Technology,Verified email at student.tugraz.at,"c(""astrophysics"", ""machine learning"", ""artificial intelligence"", ""data science"")",2022,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7185,xuulMdIAAAAJ,Diana Juliet CSE,https://scholar.google.com/citations?hl=en&user=xuulMdIAAAAJ,Assistant Professor of CSE,,"c(""Data Science"", ""Human Computer Interaction"")",2020,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7186,#NAME?,Trang Tran,https://scholar.google.com/citations?hl=en&user=--kpOmoAAAAJ,Cornell University,Verified email at cornell.edu,"c(""Machine Learning"", ""Natural Language Processing"", ""Deep Learning"", ""Data Science"", ""FinTech"")",2021,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7187,KajtQiUAAAAJ,Kwaku Peprah Adjei,https://scholar.google.com/citations?hl=en&user=KajtQiUAAAAJ,Norwegian Institute of Nature Research,Verified email at nina.no,"c(""Statistics"", ""biodiversity"", ""ecological statistics"", ""Data science"", ""Citizen science"")",2019,11,7,2,0,85.98,Top 14%,45.16,Top 55%,70.49,Top 30%
7188,qIpz1T8AAAAJ,Atanu Das Bapon,https://scholar.google.com/citations?hl=en&user=qIpz1T8AAAAJ,Jahangirnagar University,Verified email at juniv.edu,"c(""Data Science"", ""Computer Vision"", ""Image Processing"", ""Machine Learning"", ""Deep Learning"")",2019,4,7,1,0,58.06,Top 42%,45.16,Top 55%,51.58,Top 48%
7189,KYNyZDEAAAAJ,Paras Tiwari,https://scholar.google.com/citations?hl=en&user=KYNyZDEAAAAJ,Research Scholar,Verified email at itbhu.ac.in,"c(""Natural language text processing"", ""machine learning"", ""data science"")",2021,5,7,2,0,64.55,Top 35%,45.16,Top 55%,70.49,Top 30%
7190,zMXjDVgAAAAJ,Manoj Kumar,https://scholar.google.com/citations?hl=en&user=zMXjDVgAAAAJ,University of Delhi,Verified email at or.du.ac.in,"c(""Data science"", ""Machine Learning"", ""AI"")",2018,1,7,1,0,22.01,Top 78%,45.16,Top 55%,51.58,Top 48%
7191,FRebhIAAAAAJ,Ram Bawankule,https://scholar.google.com/citations?hl=en&user=FRebhIAAAAAJ,,,"c(""Data Science"", ""Artificial Intelligence"", ""AI Strategy"", ""Machine Learning"", ""Deep Learning"")",2023,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7192,mXRZm0wAAAAJ,Krisostomus Nova Rahmanto,https://scholar.google.com/citations?hl=en&user=mXRZm0wAAAAJ,Chief Executive Officer Sadasa Academy,Verified email at mail.ugm.ac.id,"c(""data science"", ""big data"", ""data analytics"")",2018,2,7,1,0,38.05,Top 62%,45.16,Top 55%,51.58,Top 48%
7193,4rdXAJ4AAAAJ,Sobana Selvaratnam,https://scholar.google.com/citations?hl=en&user=4rdXAJ4AAAAJ,"Lecturer (Probationary), Department of Physical Science, University of Vavuniya",Verified email at vau.ac.lk,"c(""Machine Learning"", ""Data Science"")",2021,5,7,1,0,64.55,Top 35%,45.16,Top 55%,51.58,Top 48%
7194,vzhWO0gAAAAJ,Phillip M Furtado,https://scholar.google.com/citations?hl=en&user=vzhWO0gAAAAJ,,Verified email at sidia.com,"c(""Data Science"", ""Computer Science"", ""Project Management"")",2021,2,6,2,0,38.05,Top 62%,42.67,Top 57%,70.49,Top 30%
7195,s962EzkAAAAJ,Hassan Abedi,https://scholar.google.com/citations?hl=en&user=s962EzkAAAAJ,Norwegian University of Science and Technology,Verified email at ntnu.no,"c(""Applied Machine Learning"", ""Data Mining"", ""Social Network Analysis"", ""Data Science"")",2020,4,6,2,0,58.06,Top 42%,42.67,Top 57%,70.49,Top 30%
7196,7-q-VFMAAAAJ,Daniela Simancas-Mateus,https://scholar.google.com/citations?hl=en&user=7-q-VFMAAAAJ,Masters Student Data Engineering and Analytics,Verified email at in.tum.de,"c(""Machine Learning"", ""Data Science"", ""Adversarial Learning"", ""Industrial Engineering"")",2017,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
